WarehouseNbr,UOM,Category,Cost,ItemDesc
99064,EA,02,1.63,"SLEEVE,SPLICING,COPPERWELD, 8A,6A,4A,2A, & 2J."
12511,EA,02,814.22,"GROUND SLEEVE, TRANSFORMER, MINI-THREE PHASE"
12512,EA,02,2.568,FIBER OPTIC CABLE TAG- (CLIPPERS)CAUTION TAG
12513,EA,02,42.082,ALUMINUM SUSPENSION FOR ADSS CABLE
12514,EA,02,40.261,"2-HOLE TERMINAL PAD, 2"" "
12515,EA,02,10.38,"SIDEWALK GUY END FITTING-2"", FITS TWO GUY WIRES."
12516,EA,02,320.9627,"POLE, 40'CL.4, SECONDARY, DOUG FIR, PENTA TREATED."
12517,EA,02,7.9549,"CHAIN LINK, 40,000 LB RATE TYPE CL"
12518,EA,02,45.0146,FIBER OPTIC-MEDIUM TENSION DIELECTRIC DEAD END.
12519,EA,02,33.85,"VIBRATION DAMPNER, #927 ACAR, STOCKBRIDGE."
12520,EA,02,0,"INSULATOR,SIDE POST,115 KV, POLYMER, W/2 HOLE BLADE."
12521,EA,02,13.2,"AUXILIARY ANCHOR EYE, 1""-1 1/4"""
12522,FT,02,0.6962,"FIBER OPTIC CABLE, 73 FBR, (PIONEER TELEPHONE CO-OP)"
12523,EA,02,43.225,"SURGE ARRESTER, MOV, SINGLE PHASE PADMOUNT TRANSFORMER"
12524,EA,02,19.175,"SLEEVE, REDUCER, #6A COPPER- WELD-#2(3)STR. COPPER."
99065,EA,02,8.03,"SLEEVE, REDUCER, COPPER/ COPPERWELD.(ALL CU REDUCERS)"
12525,EA,02,2.5889,"FIBER OPTIC CABLE TAG- ""SUPPLY SPACE"" (CLIPPERS)"
12526,EA,02,9.1283,"TERMINAL, PLUG, 350 KCM, ALUM "
12527,EA,02,803.71,"FIBERGLASS HILL HOLDER 32""X 72""X 50"""
12528,EA,02,6.49,SQUIRREL/BIRD GUARD 
12529,PK,02,85.9571,STAINLESS STEEL CABLE TIES W/STAINLESS STEEL HEAD.
12530,EA,02,499.5352,"INSULATOR, HORIZONTAL POST, 138 KV, POLYMER. 2 HOLE BLADE"
12531,EA,02,231,"INSULATOR, HORIZONTAL POST, 138 KV POLYMER, RCL 1,235lb"
12532,EA,02,109.0425,"INSULATOR, SUSPENSION, 161 KV, POLYMER."
12533,PR,02,4.6852,SAFETY GLASSES-BLACK FRAMES 
12534,PR,02,4.976,SAFETY GLASSES BLACK FRAME
12536,EA,02,72.45,TURTLE MODULE TYPE AAD FOR GE I70S METER
12537,EA,02,125.2667,EXTERNAL TURTLE MODULE MODEL #0455-277C
99066,EA,02,73.28,TURTLE MODULE ONLY 
12535,EA,02,1.9154,EYE GLASS SAFETY CORD (CHUMS) COLOR-BLACK
12538,EA,02,87,"METER, CENTRON, FORM 1S, C1SD, CAT # 98178, 2 WIRE"
12539,EA,02,87.963,"METER, FM4S, CL20, 240 VOLT. "
12543,EA,02,76.1825,"TURTLE MODULE, CAT #FASY-0584- 0001 FOR CENTRON METER #98178"
12544,EA,02,82.6984,"TURTLE MODULE, CAT# FASY-0584- 0002 FOR CENTRON METER #98087"
12541,EA,02,262,"METER, GE, KV2C, FORM 45S, PULSE/EXTERNAL, 8 TERMINAL"
12540,EA,02,262,"METER, GE, KV2C, FORM-16S, PULSE/EXTERNAL, 7 TERMINAL"
12542,EA,02,400,"METER, FM9S, CL20, 120-480V, DEMAND,REACTIVE, KYZ."
12545,EA,02,179.6842,RAPTOR GUARD 
12546,EA,02,52.5784,RELI INSECT TOWELS 
12547,EA,02,25725,"VACUUM FAULT INTERRUPER (VFI) 3-600 AMP & 2-200 AMP, 15 KV."
12548,PR,02,7.5819,SAFETY GLASSES-BLACK FRAMES WILSON PREVAIL PEAK
12549,FT,02,1.9783,"CONDUIT, FLEX, 1"", SCH. 40, 1"" X 100 FOOT COIL"
12550,EA,02,5000,"TRANSMISSION ""H"" STRUCTURE COST VALUE-EXISTING SPECS"
12551,EA,02,5871,"VAULT, CONCRETE, BASE ONLY, 16'X 9' X 6'."
12552,EA,02,4734,"VAULT LID FRAME, 8' X 16"" "
12553,FT,02,0.4085,"CONDUCTOR, TRIPLEX, #6 STR, ALUM, 600V UNDERGROUND."
12554,EA,02,781.2367,"SWITCH, DISCONNECT, 69 KV, 1200 AMP, HOOK STICK."
12555,EA,02,14.8521,GELCAP SL-STUB SPLICE COVER KIT W/CONNECTOR FOR ST. LT.
12556,FT,02,0.385,"CONTINUS DUCT, 1 1/4"",SDR 13.5 3 PARALLEL RUNS-COLOR CODED"
12557,EA,02,120.5171,"CUTOUT,25 KV, POLYMER INSUL, STAINLESS STEEL, 150 BIL"
80000,EA,02,0,FOREIGN OWNED POLE 30'- FOR INVENTORY ONLY
80001,EA,02,0,FOREIGN OWNED POLE 35'- FOR INVENTORY ONLY
80002,EA,02,0,FOREIGN OWNED POLE 40'- FOR INVENORY ONLY
80003,EA,02,0,FOREIGN OWNED POLE 45'- FOR INVENTORY ONLY
80004,EA,02,0,FOREIGN OWNED POLE 50'- FOR INVENTORY ONLY
80005,EA,02,0,FOREIGN OWNED POLE 55'- FOR INVENTORY ONLY
80006,EA,02,0,FOREIGN OWNED POLE 60'- FOR INVENTORY ONLY
80007,EA,02,0,FOREIGN OWNED POLE 65'- FOR INVENTORY ONLY
80008,EA,02,0,FOREIGN OWNED POLE 70'- FOR INVENTORY ONLY
80009,EA,02,0,FOREIGN OWNED POLE 75'- FOR INVENTORY ONLY
80010,EA,02,0,FOREIGN OWNED POLE 80'- FOR INVENTORY ONLY
80011,EA,02,0,FOREIGN OWNED POLE 85'- FOR INVENTORY ONLY
99067,EA,02,0.54,OVERHEAD TRANSMISSION CONDUCTOR
99068,EA,02,3.04,UNDERGROUND TRANSMISSION CONDUCTOR
99069,EA,02,0.49,OVERHEAD DISTRIBUTION CONDUCTOR
99070,EA,02,1.13,UNDERGROUND DISTRIBUTION CONDUCTOR
99071,EA,02,0.59,OVERHEAD SERIVICE CONDUCTOR 
99072,EA,02,0.91,UNDERGROUND SERVICE CONDUCTOR
99073,EA,02,0.65,UNDERGROUND CONDUIT 
99074,EA,02,2.23,OVERHEAD/UNDERGROUND FIBER OPTIC CONDUCTOR
12558,EA,02,12.7479,SAFETY GUY WIRE DISPENSER 16M-20M GUY WIRE
80012,EA,02,50.52,TRANSMISSION CONDUIT FOR CPR RETIREMENT UNITS FOR ACCT.
12559,EA,02,30.1945,"METER, FM2S, CL200, 240 VOLT "
12560,EA,02,18.1907,"CAUTION MARKER,WHITE,72"" W/YELLOW/BLACK STRIPED DECAL."
12561,EA,02,88,"METER, FM2S, CL320, 240 VOLT. "
99075,FT,02,0.36,"GUYWIRE, 10M-20M. "
99076,EA,02,114,"STAINLESS STEEL CUTOUT, PORCELAIN/POLYMER INSULATOR"
99078,EA,02,70.54,"METER, ELECTRICAL, CL320 "
12562,EA,02,43.5239,"CUSHION-GRIP, SUSPENSION CLAMP, #394.5 KCM (CANTON)"
12563,EA,02,4,"SIGN-""DO NOT CLIMB"" "
12564,BX,02,49.5163,HEARING PROTECTION-EAR PLUG 
12565,BX,02,61.2273,SUNBLOCKER(LOTION) SPF30 
12566,EA,02,24.15,"CUSHION-GRIP, SUSPENSION,CLAMP VERITCAL, #395.5 KCM"
12657,EA,02,10549.12,STEEL TRANS. POLE-DIRECT EMBEDMENT
12567,EA,02,851.7928,"DECORATIVE, ACRON LIGHT KIT FIXTURE-""HOLOPHANE"""
12568,EA,02,3.95,"BUSHING REDUCER, 2""-1"", PVC, SCH. 40"
12569,EA,02,87,"BRACKET-CUTOUT & ARRESTOR, 3 PHASE,CURVED, ALUM."
12570,EA,02,7.2173,"CONNECTOR, GROUNDING, BRONZE, 4/0-4/0 STR."
12572,EA,02,3.6939,"SIGN-UNDERGROUND TO OVERHEAD 5"" X 7"" LEXAN-RED ON WHITE."
12573,EA,02,43.8076,"BRACKET, 18"" ARM, ALUMINUM ALLOY (A356-T6)"
12571,EA,02,659.0475,SPLIT COVER BASE(SHROUD) FOR 14' FIBERGLASS POLE.
12574,EA,02,1834,"SWITCH, REGULATOR BYPASS, TYPE XL, 25 KV."
12575,EA,02,33.8955,"METER, ELECTRONIC, FM2S, CL200."
12576,EA,02,97.3011,"CONNECTOR,M TEE, 2""ALUM MAIN- 2"" ALUM TAP, SPLIT CONNECTOR."
12577,EA,02,42.3966,"CONNECTOR, TEE, 2"" ALUM TO FOUR HOLE NEMA PAD."
12578,EA,02,50.1926,"CONNECTOR, 4 HOLE TERMINAL PAD CENTER FORMED, 4"" WIDE PAD."
12579,EA,02,48.785,"CONNECTOR, 2 HOLE TERMINAL PAD, CENTER FORMED, 2""PAD"
12580,EA,02,57.4286,"CONNECTOR, 4 HOLE TERMIANL 90 DEGREE PAD, 4"" WIDE PAD"
12581,EA,02,402.29,"CONNECTOR, 2"" ALUM EXPANSION JOINT,90 DEGREE, 4 HOLE PAD."
12582,FT,02,1.195,"CONDUCTOR, 266.8 ACSR,(26/7), PRI. OVERHEAD CONDUCTOR"
12583,EA,02,0.3351,"POLE TAG, 2"" PENTAGON, ALUM, RED/BLACK-""CLPUD OWNED"""
12658,FT,02,2.33,"CONDUCTOR,""GREELY""-927.2 AAAC. "
12585,FT,02,2.0125,"CONDUCTOR, #4 STR. INSULATED, COPPER, 600V.(TRANS. JUMPER)"
12584,FT,02,4.3614,"CONDUCTOR, 1/0 STR. INSULATED, COPPER, 600V (TRANS. JUMPERS)"
12586,EA,02,12398,"SINGLE POLE STRUCTUE- STEEL W/CAISSON,TRANSMISSION"
12587,EA,02,121450,"DOUBLE POLE STEEL H STRUCTURE WITH CAISSONS, TRANSMISSION"
12588,EA,02,0.4774,"POLE TAG-""CLPUD POLE"" BLACK LETTERS/RED FIELD"
12589,EA,02,1799,"XFMR-PAD-50 KVA-240/120, FR-3 OIL"
12590,EA,02,119.0377,"CURRENT TRANSFORMER, 100:5 CT W/BARS"
12591,EA,02,135.6119,"CURRENT TRANSFORMER, 200:5 CT W/BARS"
12592,EA,02,127.8345,"CURRENT TRANSFORMER, 400:5 CT W/BARS"
12594,EA,02,84.324,10 POLE TEST SWITCH 
12595,EA,02,67.8923,6 POLE TEST SWITCH 
12593,EA,02,604.1631,TWO SOCKET VP PACK W/VT PACK HARNESS (VT 288:120)
12596,EA,02,2.4624,"TERMINAL, PLUG, 1/0 STR. ALUM. (SCONDARY SERVICE ONLY)"
12597,EA,02,8889,"SWITCH, GANG OPERATED AIR BREAK, 115 KV."
12598,EA,02,387,DEFERRAL CABINET 
12599,RO,02,3.5891,"PHASE TAPE, ORANGE, 3/4""X 66', VINYL ELECTRICAL CODING TAPE."
99079,EA,02,0,TOP-TO-POLE 
12600,EA,02,69,"METER,FM3S, CL20, 120 VOLT. "
12601,EA,02,49.5,"CONNECTOR, 2 HOLE TERMINAL, 90 DEGREE, 2"" NEMA WIDE PAD."
12602,EA,02,1098.3711,"SUBSTATION LIGHT FIXTURE, 175 W, CLEAR."
12603,EA,02,57.4,"BUS SUPPORT, 2"" IPS ALUM, 5"" BOLT CIRCLE."
12604,EA,02,3611,"ENCLOSURE, THREE PHASE ALUM DOUBLE DOOR, W/COVERS."
12605,EA,02,1250.5,"CONCRETE LID,5'X7'VAULT,GALV. DOOR W 2430 BLOCKOUT."
12607,EA,02,570.768,"XFMR-POLE-1 1/2 KVA-120/240, SINGLE BUSING,STAINLESS STEEL"
12608,EA,02,43.6728,"CLAMP ON BIRD DIVERTERS .39""-2.75"""
12609,EA,02,74.95,TURTLE MODULE-FOR ITRON METER.
12610,EA,02,68.1149,"INSULATOR, STATION POST, SILICONE, 25 KV."
12611,EA,02,20.9405,Y-CLEVIS EYE 
12612,EA,02,7.79,"SLEEVE, SERVICE ENTRANCE, 4/0 STR-#4 STR."
12613,EA,02,39.45,"SPACER, BUNDLED CONDUCTOR, #652.4 AAAC-""ELGIN CONDUCTOR""."
12614,FT,02,2.06,"1"" ALUM. BUS, SEAMLESS, #6063-T6, 20' LENGTH"
12615,FT,02,2.79,"1 1/2"" ALUM BUS, SEAMLESS, #6063-T6, 20' LENGTHS"
12616,FT,02,3.85,"2"" ALUM BUS, SEAMLESS, #6063-T6, 20' LENGTHS, SCH 40"
12617,FT,02,8.7142,"3"" ALUM BUS, SEAMLESS, #6063-T6, 20' LENGTH"
12618,EA,02,30.25,"FUSEHOLDER, IN-LINE, STREET LIGHT, #6 STR. WIRE"
12619,EA,02,32.05,"FUSE HOLDER, IN-LINE, STEET LIGHT, # 2 STR WIRE."
12620,EA,02,12.93,"FUSE, STREET LIGHT, 20 AMP. "
12621,EA,02,29.15,"GUY STRAIN INSULATOR, 30"", (C-TE) FIBERGLASS"
12622,EA,02,30.1,"GUY STRAIN INSULATOR, 36"", (C-TE) FIBERGLASS"
12623,EA,02,233,RAPTOR GUARD (FITS 8' HEAVY XARM)
12624,EA,02,305.46,"SPLICE KIT, 750 KCM, CU, 220 MIL, 600 AMP, EPR, 15 KV."
12625,RO,02,3.9262,"TAPE, ELECTRIC, #37 1 1/2"" X 66'"
12626,EA,02,295,"HAND HOLE,BOX ONLY, 30""X48""X24"","
12627,EA,02,359,"HAND HOLE, LID ONLY-MARKED FIBEROPTIC, 30""X48""X24"", 20K"
12628,EA,02,7.6462,UG ELECTRONIC BALL MARKER- POWER/RED
12629,EA,02,8.9034,UG ELECTRONIC BALL MARKER- FIBER/ORANGE
12630,EA,02,9.0311,"PADLOCK, BRASS, 2"" SHACKLE "
12631,EA,02,17.5682,"HASP, U-BOLT, SHORT "
12632,EA,02,17.7254,"HASP, U-BOLT, LARGE "
12633,EA,02,2.4991,"LINK, PADLOCK, SINGLE "
12634,EA,02,1.3172,"LINK, PADLOCK, DOUBLE "
12635,EA,02,23.26,"2"" ANGLED WALL SUPPORT "
12636,EA,02,66.2713,"2"" ANGLED ASSEMBLY WALL SUPPORT."
12637,EA,02,12,"CABLE TRAY, HORIZONTAL TEE SPLICE."
12638,EA,02,6.86,CABLE TRAY CLAMP 
12639,EA,02,0.79,J-HOOK 
12640,EA,02,1.2496,"2"" X 9/16"" FRAMING CLIP. "
12641,EA,02,122.3416,"24"" CABLE TRAY "
12642,EA,02,1.19,"5/8"" HOLE BRACKET. "
12643,EA,02,0.5963,"BOLT, 5/8"" X 3 1/2"". "
12644,PK,02,22.39,END CAP. 
12645,EA,02,15.89,RUNWAY STAND OFF KIT. 
12646,EA,02,417.4057,UNEQUAL FLANGE EQUIPMENT RACK.
12648,EA,02,74.227,PANEL FLOOR MOUNT KIT. 
12649,EA,02,1.8926,16 GUAGE SHIM. 
12650,EA,02,1.5856,20 GUAGE SHIM. 
12651,EA,02,18.0994,METAL STRAP. 
12652,EA,02,31.5805,RACEWAY SUPPORT BRACKET 
12647,EA,02,36.84,PANEL GROUNDING BAR KIT. 
12653,EA,02,10.5,"TERMINAL, SPADE, TWO-HOLE, 750 KCM, COPPER ONLY."
12654,EA,02,999,"ELECTRONIC SECTIONAILZER, AUTOLINK,-MFG ABB"
12655,EA,02,541.825,"HORIZ,INSUL,POST,CLAMP TOP,3"" ROD. RCL 2920LB"
12656,EA,02,20.5466,"STARTER BOARD, FLOOD LIGHT "
12659,FT,02,2.266,"CONDUCTOR,""GREELY""-927.2 AAAC "
12661,EA,02,26.25,BALL CLEVIS-TRANSMISSION 
12660,EA,02,52.5,ANCHOR-CROSS PLAT 
12662,EA,02,35.0322,"FILLER PANEL, GRAY 3/16""X10.47""X23"""
12663,EA,02,38.1425,"FILLER PANEL,GRAY 3/16""X8.72""X23"""
12664,EA,02,67.6207,"FILLER PANEL, GRAY 3/16""X13.97""X23"""
12665,EA,02,83.0579,"FILLER PANEL, GRAY 3/16""X19.22""X23"""
12666,EA,02,65.2481,"FILLER PANEL, GRAY 3/16""X20.97""X23"""
12667,EA,02,298,"24""MARKER BALL OVERHEAD CONDUCTOR"
12668,EA,02,8049,"SWITCH, CENTER BREAK, 69 KV GOAB, 2000AMP"
12669,EA,02,4606,"SWITCH, CENTER BREAK, 23 KV GOAB"
12672,FT,02,2.6198,"CONDUCTOR, CONTROL CABLE, #16 AWG-12 CONDUCTOR"
12670,PK,02,31.7728,"SELF-LAMINATING TAGS, BLANK, COLOR-YELLOW W/TAG"
12671,EA,02,11.7804,"TUBE, COLD SHRINK, 6 1/2"" "
12673,EA,02,54.2861,"ARRESTER, LIGHTNING, 10 KV, POLYMER"
12674,FT,02,1.1126,"CONDUCTOR, #4 SOLID COPPER INSULATED TRAN.JUMPER."
12675,FT,02,2.65,"FIBER OPTIC, JOINT USE VENTURE "
12676,FT,02,0,"FIBER OPTIC CABLE, 24 COUNT 500 FOOT SPAN."
12677,EA,02,207.2,METER BASE 
12678,BT,02,6.0662,HAND SANITIZER W/ALOE 5 OZ 
12679,EA,02,94.0014,RAPTOR GUARD (FITS STD 8' X ARM)
12680,EA,02,87.9017,RAPTOR GUARD (FITS 8' HEAVY X ARM)
12681,KT,02,36,"CONDUIT REPAIR KIT-2"" "
12682,KT,02,46.25,"CONDUIT REPAIR KIT-3"" "
12683,KT,02,62.5,"CONDUIT REPAIR KIT-4"" "
12684,EA,02,141.2,"LUMINAIRE, HPS, 100W, (MFG-COOPER)"
12685,EA,02,106.82,"MAST ARM, STEEL, 1 1/4"" X 10', DOUBLE GUY"
12686,EA,02,681.5789,"POLE, DISTRIBUTION, 45'-CL.1, DOUG FIR, PENTA TREATED, BLANK"
99080,FT,02,1,"LABLE, TAPE, ST. LT, POLE 1"" X 50'-YELLOW"
12687,EA,02,1145,SIGNAL COUPLING UNIT- SCU-810  OBSOLETE 5/5/11
12688,EA,02,450,"PRIMARY COUPLING CAPACITOR- PCC50, 50 KVAC, OBSOLETE 5/5/1"
12689,EA,02,150,CAPACITOR BRACKET-CR 3/4 BRKT FOR PPC-50 OBSOLETE 2011
12690,EA,02,500,"COUPLER, H-HEILD, SCU-830A SIGNAL. OBSOLETE 5/5/11"
12691,EA,02,2950,REPEATER-SINGLE OR THREE PHS (RPT-902)DIST. OBSOLETE 5/5/11
12692,EA,02,895,"REPEATOR-SINGLE PHASE ONLY, (RPT-801) OBSOLETE 5/5/11"
12693,EA,02,140,"METER, AMI, FM1S, CL100, 120V."
12694,EA,02,140,"METER, AMI, FM2S, CL200, 240V."
12695,EA,02,144,"METER, AMI, FM2S, CL200,DEMAND 240V."
12696,EA,02,130,"METER, AMI, FM2S, CL320 240V"
12697,EA,02,134,"METER,AMI,FM2S,CL320,DEMAND 240V"
12698,EA,02,475,"METER, AMI, FM3S, CL20, 120V"
12699,EA,02,130,"METER, AMI, FM4S, CL20, 240V"
12700,EA,02,134,"METER, AMI, FM4S,CL20,DEMAND 240V"
12701,EA,02,252,"METER, AMI, FM9S,CL20, DEMAND 120-277V"
12702,EA,02,16167,"SWITCH GEAR, VFI-9, 3-600 AMP BUSHING, 6-200 AMP BUSHING"
12703,EA,02,302,"METER,AMI,FM9S,CL20,DEMAND 120-480V.REACTIVE"
12704,EA,02,190,"METER, AMI, FM12S, CL200, 120-277V."
12705,EA,02,194,"METER,AMI,FM12S,CL200,DEMAND 120-277V."
12706,EA,02,53.77,"CONNECTOR, 2"" ALUM ELBOW, 90 DEGREE."
12707,EA,02,30.0621,"CONNECTOR, 2""BUS, 10"" SPLICE DOUBLE SWAGE."
12708,EA,02,252.0371,"METER,AMI,FM16S,CL200,DEMAND 120-277V"
12709,EA,02,252,"METER,AMI,FM45S,CL20,DEMAND 120-480V"
12710,EA,02,302,"METER,AMI,F45S,CL20,DEMAND 120-480V REACTIVE"
12711,EA,02,0,"XFMR, PAD, 225 KVA, ESTER OIL, 277/480."
12712,EA,02,0,"XFMR, PAD, 500 KVA, ESTER OIL, 277/480."
12713,EA,02,0,"XFMR, PAD, 1000 KVA, ESTER OIL 277/480."
12714,BX,02,68.605,SORBENT PADS-OIL MAT 
11000,EA,02,12.1607,"ANCHOR, EXPANDING, 135 SQ IN "
11001,EA,02,47.3173,"ANCHOR, EXPANDING, 300 SQ IN "
11002,EA,02,29.8134,"ANCHOR, ROCK, 2 1/2"" "
11003,EA,02,23.2,"ANCHOR, ROCK, EXPANDING, 6"" "
11004,EA,02,105.5534,"ANCHOR, SCREW, 10"", SINGLE HELIX."
11005,EA,02,97.7332,"ANCHOR, SCREW, DOUBLE HELIX, W/O TRIPLE EYE GUY ADAPTER."
11006,EA,02,155.3899,"ANCHOR, SCREW, TRIPLE HELIX, W/O TRIPLE EYE GUY ADAPTER."
11007,EA,02,43.6587,"ANCHOR, ROD, SQ. 3 1/2' EXT. 1 1/2"" X 3 1/2 '"
11008,EA,02,50.2076,"ANCHOR, ROD, SQ.  5' 1 1/2"" X 5'"
11009,EA,02,65.903,"ANCHOR, ROD, SQ. 7' EXT, 1 1/2' X 7'."
11985,EA,02,87.3031,"ANCHOR, ROD, SQ. 10' EXT. 1 1/2"" X 10'"
11010,EA,02,13.1846,"ANCHOR, ROD, 5/8"" X 7' TWINEYE."
11011,EA,02,19.1289,"ANCHOR, ROD, 3/4"" X 9' "
11012,EA,02,33.2335,"ANCHOR, ROD, 1"" X 10', TRIPLE EYE"
11013,EA,02,8.7652,"EYE, AUXILIARY, 5/8"", ROD. "
11014,EA,02,15.8106,"EYE, AUXILIARY, 1"", ROD. "
11015,EA,02,6.675,"CROSSARM,  5'7"", WOOD, PENTA TREATED, 4 1/2"" X 5'7""."
11016,EA,02,26.7014,"CROSSARM,  8', REG., WOOD, PENTA TREATED."
11017,EA,02,39.5393,"CROSSARM,  8' HEAVY DUTY, WOOD, PENTA TREATED."
11018,EA,02,49.8178,"CROSSARM,  10' HEAVY DUTY, WOOD, PENTA TREATED."
11019,EA,02,32.2831,"CROSSARM,  10' WOOD, PENTA TREATED, 3 3/4' X 4 3/4"" X 10'"
11020,EA,02,21.835,"CROSSARM,  12' WOOD, PENTA TREATED."
11021,EA,02,81.4,"CROSSARM, DEADEND, 48"", BRACELESS."
11022,EA,02,0.9893,"ARMOR LINE GUARDS, #2 AAAC,21"" OBSOLETE 5/2003"
11023,EA,02,2.2323,"ARMOR LINE GUARDS, #2 AAAC,33"" OBSOLETE 6/2003"
11024,EA,02,4.4838,"ARMOR RODDING, 2/0 AAAC. 54"" OBSOLETE 6/2003"
11025,EA,02,5.0019,"ARMOR RODDING, 2/0 AAAC, 66"" OBSOLETE"
11026,EA,02,10.157,"ARMOR RODDING, 4/0 AAAC. 60"" "
11027,EA,02,10.1093,"ARMOR RODDING, #394.5 KCM "
11028,EA,02,19.25,"ARMOR RODDING, #652.4 KCM "
11029,EA,02,48.3971,"ARMOR, RODDING, 927.2 KCM "
11031,EA,02,39.2161,"ARRESTERS, LIGHTING, POLYMER, 7.2/12.47 KV."
11033,EA,02,5.1594,"BAND, STUBBING, 68 1/2"". "
11034,EA,02,115.3517,"BAND, STUBBING, 120"". "
11035,EA,02,4.3133,"BAILS, CLAMP, HOT LINE, #2 SOL CONDUCTOR."
11036,EA,02,6.876,"BAILS, CLAMP, HOT LINE, #2/0 SOL CONDUCTOR."
11037,EA,02,19.3709,"STIRRUP, MECHANICAL, #2-4/0 STR. ALUM CONDUCTOR."
11038,EA,02,17.6093,"STIRRUP, MECHANICAL, 4/0-394.5 KCM, ALUM CONDUCTOR."
11039,EA,02,0.1639,"NUT, SQUARE, 5/8"" GALV. "
11040,EA,02,0.4201,"NUT, SQUARE, 3/4"" GALV. "
11041,EA,02,0.6615,"NUT, SQUARE, 7/8"" GALV. "
11042,EA,02,0.3833,"BOLT, CARRIAGE, 3/8"" X 4 1/2"" GALV."
11043,EA,02,0.8545,"BOLT, CARRIAGE, 3/8"" X 7"" GALV."
11044,EA,02,1.984,"BOLT, CARRIAGE, 3/8"" X 10"" GALV."
11045,EA,02,0.8775,"BOLT, MACHINE, 1/2"" X 6"" GALV."
11046,EA,02,0.8003,"BOLT, MACHINE, 1/2"" X 8"" GALV."
11047,EA,02,1.3639,"BOLT, MACHINE, 1/2"" X 10"" GALV."
11048,EA,02,1.24,"BOLT, MACHINE, 1/2"" X 12"" GALV."
11049,EA,02,0.7777,"BOLT, MACHINE, 5/8"" X 6"" GALV."
11050,EA,02,1.062,"BOLT, MACHINE, 5/8"" X 8""."
11051,EA,02,1.0627,"BOLT, MACHINE, 5/8"" X 10"" GALV."
11052,EA,02,1.1777,"BOLT, MACHINE, 5/8""x12"" 5/8"" X 12"" GALV."
11053,EA,02,1.3842,"BOLT, MACHINE, 5/8"" X 14"" GALV."
11054,EA,02,1.6234,"BOLT, MACHINE, 5/8"" X 16"" GALV."
11055,EA,02,1.5094,"BOLT, MACHINE, 5/8"" X 18"" GALV."
11056,EA,02,1.31,"BOLT, MACHINE, 5/8"" X 20"" GALV."
11057,EA,02,1.9566,"BOLT, MACHINE, 5/8"" X 22"" GALV."
11058,EA,02,1.9993,"BOLT, MACHINE, 5/8"" X 24"" GALV."
11059,EA,02,2.3829,"BOLT, MACHINE, 5/8"" X 26"" GALV."
11060,EA,02,2.3472,"BOLT, MACHINE, 5/8"" X 28"" GALV."
11061,EA,02,2.3324,"BOLT, MACHINE, 3/4"" X 12"" GALV."
11062,EA,02,3.0506,"BOLT, MACHINE, 3/4"" X 14"" GALV."
11063,EA,02,2.782,"BOLT, MACHINE, 3/4"" X 16"" GALV."
11064,EA,02,3.3592,"BOLT, MACHINE, 3/4"" X 18"" GALV."
11065,EA,02,3.3328,"BOLT, MACHINE, 3/4"" X 20"" GALV."
11066,EA,02,2.5988,"BOLT, MACHINE, 3/4"" X 22"" GALV."
11067,EA,02,2.364,"BOLT, MACHINE, 3/4"" X 24"" GALV."
11068,EA,02,2.7337,"BOLT, MACHINE, 3/4"" X 26"" GALV."
11069,EA,02,3.6177,"BOLT, MACHINE, 3/4"" X 28"" GALV."
11070,EA,02,2.7956,"BOLT, MACHINE, 7/8"" X 3"" GALV."
11071,EA,02,2.75,"BOLT, MACHINE, 7/8"" X 4"" GALV."
11072,EA,02,4.2868,"BOLT, MACHINE, 7/8"" X 12"" GALV."
11073,EA,02,5.2039,"BOLT, MACHINE, 7/8"" X 14"" GALV."
11076,EA,02,5.9582,"BOLT, MACHINE, 7/8"" X 20"" GALV."
11077,EA,02,4.9123,"BOLT, MACHINE, 7/8"" X 22"" GALV."
11074,EA,02,5.646,"BOLT, MACHINE, 7/8"" X 16"" GALV."
11075,EA,02,6.3847,"BOLT, MACHINE, 7/8"" X 18"" GALV."
11078,EA,02,6.2332,"BOLT, MACHINE, 7/8"" X 24"" GALV."
11079,EA,02,2.3871,"BOLT, DOUBLE ARMING, 5/8"" X 16"" GALV, FULL THREAD."
11080,EA,02,2.6439,"BOLT, DOUBLE ARMING, 5/8"" X 18"" GALV, FULL THREAD."
11081,EA,02,2.6571,"BOLT, DOUBLE ARMING, 5/8"" X 20"" GALV, FULL THREAD."
11082,EA,02,3.0687,"BOLT, DOUBLE ARMING, 5/8"" X 22"" GALV, FULL THREAD."
11083,EA,02,3.1737,"BOLT, DOUBLE ARMING, 5/8"" X 24"" GALV, FULL THREAD."
11084,EA,02,3.711,"BOLT, DOUBLE ARMING, 5/8"" X 26"" GALV, FULL THREAD."
11085,EA,02,3.7589,"BOLT, DOUBLE ARMING, 5/8"" X 28"" GALV, FULL THREAD."
11086,EA,02,4.3673,"BOLT, DOUBLE ARMING, 5/8"" X 30"" GALV, FULL THREAD."
11087,EA,02,4.5927,"BOLT, DOUBLE ARMING, 5/8"" X 32"" GALV, FULL THREAD."
11088,EA,02,5.1551,"BOLT, DOUBLE ARMING, 3/4"" X 24"" GALV, FULL THREAD."
11089,EA,02,5.4527,"BOLT, DOUBLE ARMING, 3/4"" X 26"" GALV, FULL THREAD."
11090,EA,02,6.7489,"BOLT, DOUBLE ARMING, 3/4"" X 28"" GALV, FULL THREAD."
